End_Lat,End_Lng
38.19007,-85.73536
38.26187,-85.73188
39.1765,-84.48757
41.0625,-81.51523
39.27422,-84.44023
39.89923,-82.90135
40.09826,-83.13456
41.33738,-81.81722
40.10717,-82.95766
39.47208,-80.12134
41.46977,-81.74887
38.34128,-81.70406
41.163626,-85.244829
41.160009,-85.232528
39.12338,-84.53557
40.945772,-81.172194
41.704523,-83.9136
41.68591,-83.911307
40.94537,-81.15473
38.84111,-82.98432
38.82445,-82.98299
39.003968,-84.42433
39.97002,-85.35153
39.26867,-81.49909
40.42642,-85.54938
40.27678,-85.55806
38.131965,-81.391741
38.530883,-85.774975
38.358832,-81.717444
38.39614,-81.59262
40.05915,-82.99841
40.02523,-82.9945
41.68965,-83.52904
39.35249,-84.37607
39.114581,-84.532211
39.04827,-83.77199
39.05029,-83.77673
40.05089,-82.90272
39.09841,-84.49
40.43077,-80.02638
41.438119,-85.159694
41.443708,-85.19285
41.47442,-81.71182
39.05964,-84.416682
39.22518,-84.45309
41.096131,-81.499969
41.1215,-81.48673
39.10234,-84.498
41.46786,-81.6927
41.52492,-83.46009
41.52383,-83.46192
41.43592,-81.6825
38.22295,-85.50419
40.82802,-81.39715
38.22293,-85.50793
39.12632,-84.53449
39.09754,-84.52216
39.63103,-84.20713
40.39715,-80.10368
41.55022,-81.60536
41.18225,-84.94276
41.18225,-84.94276
39.09841,-84.52241
39.10209,-84.52396
41.54706,-83.60676
38.45536,-81.49748
41.2363,-83.65434
39.25135,-81.32426
41.351335,-82.261446
41.345031,-82.285379
38.38457,-81.804429
40.41057,-80.005609
39.99881,-83.11846
41.04245,-81.50519
41.68901,-83.5409
39.626237,-83.73105
39.587784,-83.723939
41.06203,-81.504711
41.06247,-81.51023
39.97033,-82.98413
39.94182,-83.01107
41.208579,-82.807829
41.39914,-81.8168
39.2875,-84.40252
39.87203,-82.93335
40.04873,-82.99743
39.97033,-82.98413
41.890234,-85.409642
41.874915,-85.409527
39.93467,-82.7846
40.05188,-83.03257
40.005868,-82.915318
39.88193,-83.04712
40.98436,-81.49002
38.54355,-85.7781
41.08153,-81.50362
38.57822,-85.77896
41.411,-81.66885
38.580444,-85.77866
39.814012,-84.084039
